class,tweet
1,rt flyeaglesn yeah eagl definit arent finish  divis year bitch
1,rt flyguyerv robin thick much get paula back pussi 
1,rt flyairwalk havent cabl crib year dont give damn bout tv show like hoe n hip hop
1,rt flyboysmooth man yall hoe gotta chill go natur bullshit onli actual pull rest 
1,rt flyoutchas saw men say argu women gaywhat knew yall realli tri hard bitch attent 
1,rt foamposit random hoe heardm 
2,rt folllowesteban think clip thunder wouldv gave heat good wellth east trash
2,rt foodpornphoto oreo cheesecak bite 
2,rt foodpornsx deep fri oreo   
2,rt foodpornsx oreo drumstick 
2,rt foodpornsx oreo ice cream  
2,rt foodpornsx ultim chocol chip cooki n oreo fudg browni bar 
2,rt foodtabloid oreo cake 
2,rt foodbibi oreo ice cream cake 
1,rt foolishsmok nerv bitch champaign
1,rt forthemen hoe aint loyal 
2,rt forb  world mammal bird reptil amphibian amp fish vanish  amp   
1,rt foreigngawdess relationship     know hoe dont know count 
1,rt foreverandix  foreverandix today  bitch hw
2,rt foxnew foxnew project wyom senat mike enzi defeat democrat challeng charli hardi 
1,rt franquitouno instagram onli place find thirsti hoe connect time 
1,rt fratfess everi frat gay brother becaus pull hella fine bitch parti  sigma alpha epsilon
1,rt  eatin pussi right push gtgtgt 
1,rt  tattedhm  let go pick dat bitch onli  dollar lol hml brogod
1,rt freddiegibb cold penguin pussi
2,rt freddyamazin anyon hate charli sheen 
1,rt freefaceridess nigga wait light skin bitch respond dm like  
1,rt freeladdin happen nigga gas ugli bitch 
1,rt freemolli  shawti fine breath  da heisman dat hoe 
1,rt freemolli voiceofdstreetz bad bro dem hoe heat tho 
1,rt freemolli voiceofdstreetz whi bouta grab dem hoe yeterday outta hook 
1,rt freetoph fuck bitchesget money
1,rt freetoph femal make hoe look easi like damn girl dont shit bother yo soul sometim  
1,rt freetoph black pussi nigga sayin anyth ahsfreakshow
1,rt freshcigarett cunt go  second without talk weed
1,rt friendzoneceo goto insult alway call    hoe
1,rt  dont text first dont text allthat whi lone singl stupid bitch
1,rt  curs muchbitch breath much shut fuck
1,rt  miss bf well miss limewir sooo shut fuck whini bitch
1,rt  first charg phone text bitch
1,rt  hoe hoe
1,rt  bitch soccer player take shirt 
1,rt  got someth say ill  dont concern tweet bitch
1,rt   girl  would  amp singl bc dnt fuck broke bitch get money
1,rt  ive ever offend im sorrythat sensit lil bitch
1,rt  ive offend im veri sorri lil bitch sens humor
1,rt  annoy hell girl tweet bae day dont give fuck bitch bae somewher cheat 
1,rt   yr old bitch realli got minimum wage nigga alex think start cloth line im done 
2,rt  today horoscop still hoethat nice day
1,rt  bitch argu  min like know aint gonna argu youbitch
1,rt  bitch tit ass dont even get hug one boy get handshak
1,rt  dont give fuck ex bitch isnt problem anymor
1,rt  im rude peopl sensit littl bitch
1,rt  rt u rememb steve blue clue left us bitch ass nigga joe 
1,rt  bitch talk bf  
1,rt fuccseth huntermoor bitch keg stand parti 
1,rt fuckboirik ok serious fuck peopl slam break light turn yellow floor shit bitch
1,rt fuckboylog bet hit bitch like game winner
1,rt fuckhistattoo nigga stop give hoe attent retweet true beauti instead retweet half nake mf
1,rt fucktravonn tropicalkyl hoe talent das whi girl put book info bio get  follow
1,rt fucktravonn tropicalkyl wendella one time blind bitch watch movi
1,rt fucktravonn tropicalkyl saw xxx thought hoe
1,rt fucktravonn nigga madd gay rt cirocbwoy teacher give nigga pussi snitch incred
1,rt fuckyouisaac mauri  year old still expos hoe
0,rt fuckinggarza wanna sleep im outsid nigger lol tri hang
2,rt fuktylar heard talkin trash like wouldnt find 
1,rt fumingturnip patvpet didnt know sure hes littl bitch valeri jarrett hand betcha guy know 
0,rt funsizedyogi theblackvoic well els white ppl get us forget horrif past paint pretti pictur 
1,rt funkydineva chile im take greyhound everywher yo hoe bout fli build fli bermuda 
1,rt funkydineva watch part  reunion im hoe dont even care
1,rt funkydineva bare walk heel dress bitch tri hard
1,rt funkydineva teenag got disrespect son bitch ever commend parent easi job
2,rt funnyjokebook hope made pot browni right 
1,rt funnyjokebook tweet never offend anyon tweet like littl bitch
2,rt funnyjulius pleas win year yanke
2,rt funnyogtweet redneck fool around aux cord 
1,rt funnyortip ugli peopl taken  nerd taken  hoe taken  everybodi taken  
1,rt funnypicsdepot realli put side bitch contract  
1,rt funnypicsdepot lmao hate hoe alreadi  
1,rt funnypicsdepot lmfao bitch got phone 
1,rt funnypicsdepot nigga develop superpow come get pussi 
1,rt funnypicsdepot  grade hoe aint loyal 
1,rt funnypicsdepot u start realiz bae hoe 
1,rt funnypicsdepot get twerk thickest bitch room 
0,rt funnypicsdepot white trash warfar pt   
1,rt funnypicsdepot bitch like im virgin 
1,rt funnypicsdepot bitch middl school like 
1,rt funnypicsdepot get unlimit pussi high school 
0,rt funnypicsdepot pussi ass nigga 
1,rt funnypicsdepot rt u rememb steve blue clue left us bitch ass nigga joe 
1,rt funnypicsdepot bitch mall shape like mr incred 
2,rt funnypicsdepot play soccer cheat girl wear khaki colour cargo haircut 
1,rt funnyquote halloween use holiday kid nation dress like inner hoe day
1,rt funnyquote hope bird shit face bitch
1,rt funnysay    new inform thank
1,rt fvnxi irrelev peopl talk much shit like fuck bitch
1,rt fvnxi bae turn hoe 
1,rt  turn real  marriott bitch weekend  mansion tonight  adult swim tomorrow 
1,rt gbithc bitch think cute guy hunni ur fake asf like ur weav dont even like u stfu
1,rt gdkelijah ladi pussi sound like pleas hit dms need scienc project  
1,rt glodeh shitti booti ass talm prep ralli bitch yall prepar 
1,rt gmbace  dat nigga lame bro unfollow like bitch
1,rt gmbace boss nigga fuk wit boss bitch vice versa
0,rt gmbace im get money nigga da hoe love
1,rt gmbace u wife bitch den repres uso dnt wife da wrong bitch
1,rt gmbace den  nigga say dey fuke yo bitch u shuldnt cuffin 
1,rt gmbace lame bitch alway wanna tri  play real nigga like lame bitch das u get treat n cut 
1,rt  oso told dread get longer gone pop fuck nigga bitch lmao
1,rt godlovesuglyy tell im beauti like tell everi bitch come sir dobett
1,rt goldbonequeen stevi j turn hoe   nikko turn   swear shit happen
2,rt gopblackchick racist msnbc crew anchor right wing  folk mharrisperri mock mix gop kid
1,rt gunsandcrayon wrong bitch breh 
1,rt gvldenbeauti hoe woozi
1,rt gabrielmontoya rt  gabrielmontoya fuck u bitch hope dont see u bitch cuz would love u tell 
1,rt  jacklynannn theonemissluu bitch lover word qualiti becaus qualiti bitch
2,rt  jacklynannn im even ghetto
1,rt  bitch like fuck poni poni like fuck bitch
1,rt  hoe wanta 
1,rt gangsterfeel yes im judg way dress bitch
2,rt garin day without laughter day wast charli chaplin
1,rt garnettujl hoe hoe
2,rt garveyb new sign mong kok protest site say fight democraci oppos communist futur 
1,rt  im gonna make math test bitch tomorrow
2,rt gatordwqam everytim see nelson agholor make play want puke kid shouldv gator thank charli cheeseburg
1,rt gavinmcinn ask govt cure healthcar like ask retard cure
2,rt gawker conan obrien mock new call duti game get kill repeat 
1,rt gawker congressman offic admit hell yeah benihana bitch tweet mistak 
1,rt gayathomedad somewher redneck jerk hand hell lose firework accid tomorrow
1,rt gbosmg yall gotta stop pump ugli hoe head 
1,rt geezzzus dont woman want man act like bitch
1,rt georganaaa ask dis bitch get water  min ago dafuq
1,rt georgecarlinsez uncl taught abt sex said bird fuck bee told bang girl hard freckl 
1,rt georgekelleyjr ur  still need ur parent permiss stuff ur littl bitch growup
1,rt germansquidd water challeng retard fuck
1,rt getemkeeigotem hoe got sever  better 
1,rt getrkod seat drunk bitch rko 
1,rt getitmarmar hit wit shotti bitch bet ya bodi flip  
1,rt gettemmjay befor wear thong get yo pussi check
1,rt  nigga dont mind share hoe
1,rt ghettoviin dumb bitch 
1,rt ghettoviin bitch came club broken neck bitch serious 
2,rt giannenichol trassshhh rt willieobeamen  come weekend trash
2,rt giant mariano rivera street outsid yanke stadium name giant also similar honor 
1,rt  real men ask nudescorrect pussi ass bitch ask nude real men work women amp actual 
2,rt girlfriendnot reason mermaid period pant perfect hair u get lure men deathalso free 
1,rt girlslovedrug talkin bout next bitch aint bout shit
1,rt   slay bitch
2,rt  crow warn stay away island youth soul collector  
1,rt gmelgenuin ya broke onli real bitch stick around
2,rt goatidea oreo frappuccino 
1,rt goatraplin chief keef chang rap game said bitch im cooler cooler
1,rt goatraplin lil wayn said even deaf bitch say hi tell blind bitch say gotta see headphon 
1,rt goatraplin wale saidnvm nigga trash
1,rt goldenbella bitch could okay fuck man know girl shes hoe
1,rt goldiebrim smack bitch filter
2,rt  yep steve spurrier sorta compar alabama yanke theyv ny got biggest payrol dont win 
1,rt  tyga make think fuck bunch bad bitch jcole make motiv drake make wanna think 
1,rt goodkidleo catch bitch snitch finger itchin switch
1,rt gook lil stupid ass bitch dont fuck 
1,rt goonstxt also becaus suck dick doesnt mean act like faggot
2,rt goonstxt onli retard dad roll law good
1,rt gorgeouscamri  hoe everybodi cloth got nerv take pictur man shit crazi 
1,rt gorgeouscamri  gorgeouscamri stop explain yo self sorri ass bitch dont nobodi care  sound spici 
1,rt gorgeouscamri peep lot shit laugh caus hoe actor 
1,rt gorgeouscamri two differ thing hoe know becaus lot hoe think yal know 
1,rt gorgeousleeiyah nigga loos bitch bitch snitch 
2,rt gossipcop charli sheen slam rihanna reject fiance  rude  bad wig 
0,rt gottaluvlexci  rt myhipsdntli tight pant loud color look like fag 
1,rt gottaluvlexci know hoe wishi washi
1,rt gottaphilm  rt  boy discov hoe 
1,rt grandadjfreeman im tire fat hoe call themselv thick bitch yo fat ass cant even bend touch toe withou 
2,rt gregooglymoog mind clear bird crash side head
1,rt greatnegrodamus lmfaoooooooooo trash ass falcant rt pacdagoat lmfaooooooooooo ya stink blakedabasedson
1,rt greatscottnyc bitch crazi
2,rt greatbryt riff raff trash
1,rt greaterthn see bae retweet mention hoe 
2,rt greenlanternjet alreadi  jeter arriv plenti yanke memori next year go veri odd inde
1,rt greshammajor u tell us fuckin barbarian rt typogawd doe pussi juic realli help ya beard grow
1,rt griffthegreat drake said best said nigga act like bitch day
1,rt grownassmidget  bitch  bitch  bitch bitch  bitch fuck bitch  
1,rt grvndbxrri hate bitch brag bout bf put  singl  
1,rt guapoaficionado kill em onc sayrt  world better place bitch like die lone 
1,rt  gucci conceit bitch might becaus chain bright stevi wonder might see
1,rt guiltyzo  bitch wasnt readi 
2,rt guinnessra chelseaelisa tell chose trash environ tri save like hypocrit 
1,rt  tire deal hoe  dick 
1,rt gurujeremi hoe use theit happen excus mean cope wit ho make seem control 
1,rt gurujeremi nigga get cheat lie ur face bc denial hoe action tell homegirl 
1,rt gurujeremi women think angel denial hoe action dont fall facad see past 
1,rt  bulli doesnt existbitch ass peopl exist dont stand fuck amp stop pussi
1,rt guycod flirt bitch twitter like 
1,rt guycod one loyal girlfriend worth hundr hoe
1,rt guycod scientist recent discov bitch fact trippin
1,rt guyspictur onc bitch get 
1,rt gvldrve  esj got ugli hoe yeah leon g student aint make better  em  aint 
1,rt gvmbi bitch possess thot demon 
1,rt  alot good girl made twitter amp becam hoe attent dont receiv father
1,rt hbcufess mannn hoe everybodi word dont love hoe especi  famu
1,rt hbcufess hoe want sum good dick amp attent hbcu
1,rt hbcufess onli nigga fuck virgin expect scream wasnt even moaningbitch virgin 
1,rt hbcufess got bomb dick alpha q  kappa iota amptwo professor month im hoei 
2,rt hbcufess guess confess trash becaus none got post famu
1,rt hbcufess know bf break w ill becom biggest hoe time ampprob fuck anyon look way bc id 
1,rt hbcufess bodi count went   one semest im hoe love sex famu
1,rt hbcufess sigma love eat pussi juic parti  famu
1,rt hbcufess homegirl fuck alpha littl doe know shes sloppi second pussi tast famu
1,rt hbcufess us dyke get play nigga famu
1,rt hbcufess track girl best pussi  bethunecookman
2,rt hegscom bright yellow thing ref show martin indi cant rememb see one befor clubmetro
1,rt  today onli day hoe get pass 
1,rt hennerg  yall say whi date lil girl like matur hoe rampag 
1,rt hgshit  fuck yo bitch bruh tri tho
1,rt hgshit  aye g fuck yo bitch mistak
1,rt hgshit  klutzi bitch
1,rt hgshit caus bitch im tae  kinglut
0,rt hgshit mfs still spot  ago beef nigha sleep hoe eat 
1,rt hgshit mama yous hoe omm yous bitch omm get jam bet snitch omm 
1,rt hgshit pull like look shoe bitch 
2,rt hmsguy rahal idiot second time year hes wreck someon yellow
1,rt hofsportstalk okay michael sam mock manziel johnni mock sam pretend dick mouth hed get 
1,rt hooligansissu ajswagggg fuck faggot thirsti eachoth probabl fuck behind redempt
1,rt hooligansissu ajswagggg rich son bitch greadi smh
1,rt  rt u rememb steve blue clue left us bitch ass nigga joe  
1,rt humonthes everi day thank nigga jesus hot wing uncanni abil tend bitch
1,rt hypebeastaustin  last night cool nigga worri bout us  like time
1,rt hypebeastaustin love one bucket head hoe noway
1,rt hakosav bruh whi alway sooooooooooooooo tire never sleep im like new speci retard disrespect
1,rt haleydych wonder got attract huge bitch
1,rt halotgmg  know nigga bitch nigga got nerv twitter
1,rt hamseabdala charli sheen fuck boss 
1,rt handsomeassdada major femal yall gass sell pussi  prostitut  escort  trick  dont fool 
1,rt hannahjoeckel often tri help someon cant decid whether want like insta pic like ehh ill throw bitch 
1,rt hannahpik think im addict nake pictur sit talk bout bitch almost 
1,rt hardnucklif kamehamehaaaaaaa bitch
1,rt harmssi rt strangekeith  word rt  zero hoe 
2,rt harrydillema  fluuteki moniquesparla wltrrr ik vraag al maanden af hoe de nl per zich al een stel hoeren gaan 
2,rt harrystyl kathygriffin found oreo pocket thank look xx
2,rt harrystyl bird poop
2,rt harrystyl yellow 
2,rt harryslaststand armisticeday cri never absent mock pledg neverforget fallen ancient 
1,rt hawkinsusa parti racist elect black dude south parti war women elect first ever woman 
1,rt hayyylayyy im piss either go merit scholar use big word go ghetto fabul talk like im trashi either way 
1,rt heismeiamhim caus lord know anoth bitch call yo nigga handsom entertain hell gonna break loos
1,rt hemightbejason someon build next door taunt grill go  think id cut bitch 
1,rt heartlessgiri amaz simpl girl insan bitch itd easi normal amp sane 
1,rt heartlessgirl know moment peopl especi guy excus trust fuck around hoe
1,rt heartll dont like girl thatv around  nigga realli cuffin communiti pussi
1,rt heavensway   thompsonera goe  head bc sholl  bye bitch
0,rt heidilrn fuck islam pigfuck trash troll  mzkerievan ctbauza
1,rt heisnotallow boyfriend isnt allow give girl jacket hoe know damn well channel weather 
1,rt heissarcast facebook need  button dislik care retard
1,rt heissarcast joke offend  im  wont happen   amp    mom hate 
1,rt heissarcast tweet offend  stop sensit  fuck feel
1,rt heissarcast math citi bitch math math citi bitch math citi bitch math math citi bitch     equal  bitch
1,rt heissarcast pop molli whi dont hoe start pop birth control
1,rt heissarcast say bitch prove point
1,rt heissarcast nicer easier hurt bitch
1,rt heissarcast ugli peopl  taken  nerd  taken  hoe  taken  everybodi  taken   
1,rt hellaratchet freshmanadvic roll backpack get bitch
1,rt hellocupkak mani good singl girl mani hoe taken
1,rt hellokittymnw could bitch right ill restrain 
1,rt hennyheathen bitch eat mad beefdrink henni shmoney danc whi pussi alway stink
1,rt hennyheathen fuuuck happen  rt mrlondon aint nothin wors bad bitch lost  
2,rt  littl rememb lay horrifi bed hand puppet held mock trial convict put hand 
1,rt hermoufpiec hairi pussi bitch type got herp
1,rt hermoufpiec love bitch never act hollywood
2,rt hermannyrblog yanke shouldnt even bother show boston man fold franchis cancel basebal
1,rt hermitthrush suck giant dick suck skinni dick  suck faggot dick suck nigger dick  suck dick remind 
2,rt heroineaddict  yo total understood twin  yo cant seem follow great outdoor goldfish cracker 
1,rt  think men cheat becaus theyr addict new pussi smell
1,rt hidevon nae nae got white ppl late   lmao ate hoe stonnaaaaa  naena 
1,rt hiimanasshol  chief keef  glad someon said
1,rt hiimanasshol  victoriafina   low key miss 
1,rt hiniamani clemheem grandma got tweakin hoe  turnt
1,rt hislick bitch better play w ii ii ii ii iick
1,rt hiby uglyassayekay ugh fuckin hate bitch dont answer call ewwwwwww hiby ugh hate 
1,rt highclasscapri im go bitch tread care
1,rt highfiveohtwo cant stand dumb fuck bitch
2,rt highschoolsuckz horribl friend read text put phone someth forget repli  
1,rt  old hoe madddd drayafac malaysiapargo slay attir basketballwivesla drayamonday 
1,rt hilariousbubbl   scale one ten bitch
1,rt hilariousbubbl scientist recent discov bitch fact trippin
1,rt hilariousbubbl text bitch  make wish come true
1,rt hilariousselfi ugli bitch take selfi  
1,rt hillbillieti ufuckinright hillbillieti  mannn hoe like wen school babi 
1,rt  bitch fuck fuck brandei go connor fuck connor fuck brandei kid htown helot flex bitch  
2,rt hiphopisdeaddd cowboy trash againth nfl bike normal
1,rt hiphopisdeaddd brother want put asshol persona get femalesthat happen let pussi control 
1,rt hiphopisdeaddd top ten rapper     
2,rt historyinp alli soldier mock hitler atop balconi reich chancelleri fred ramag  
1,rt hittehblunt hit bluntbruh tell go text hoe shes one hoe keep text  
2,rt hitmanholla rt ayeverb ok im watch mook vs luxneith good mook  wasnt close vs 
1,rt hitsbiunt hit bluntbruh tell go text hoe shes one hoe keep text  
1,rt hlghkey sex lot guy im hoeand sell crack peopl drug dealer foh hoe
1,rt hlghkey ya girl text back slow gotta hit els text watch bitch get defens 
1,rt hntrmoor ever call ex fuck side bitch yea im gonna later
0,rt hobokarl men often rambl retard women appear trashi tipsi lawless lust 
2,rt hobsondarlen  hobsondarlen blessjesus amo  two walk togeth unless agre 
2,rt  bird
1,rt hockeydrunk playoff hockey suck dude snicker retard hungri
1,rt hoefact dont trust hoe 
1,rt hoesscreamtessa lot bankrol  amp hoe 
1,rt hoeslovem hoe like nigga spend money talk
2,rt hokuboku like found edit facebook comment trend topic twitter think id hear abo 
1,rt   damn bitch middl school look grown af 
1,rt hollyrfish isnt funni peopl call fat ugli whore stupid cunt bitch etc one whine 
1,rt hollywoodlavish want real relationship  game lie side hoe 
1,rt hollywooodti rt  lawd jesus cant   ghetto real lol
1,rt holyjacob inbaltimor attract everybi believ niggasbitch regardless realli
2,rt  jihadi work accid  taliban fighter kill deton   
1,rt honeyguwop  im readi see yall hoe tweet new year new 
0,rt honeygotbunn  lmfaoo never dolo  dont got nigga amp old hoe fuck 
1,rt honeyydip  rt gingersospici rt vianawf  fat bitch whos fat think thick big fine
1,rt hoodbibi side hoe get love  thotolog 
1,rt hoodbibi thou shall type bad bitch thee onli thing thou shall like  herassfat 
1,rt hoodbibi  day god said hoe everybodi
2,rt hoodjesusyo last name sinnerfirst name immalik ur pancak tha mornin got u cover like aunt jemima
0,rt hoodrichnick whi ya nigga gassin wack ass bitch  
2,rt hoodsbuttcrack vegebitemeash  browni point
1,rt hoodstarzdread main reason whi aint got girl caus aint never found  bitch tryna get money wit yall hoe 
1,rt  des bitch swear dey faith
1,rt hornyfact girl know bitch like boyfriend 
1,rt hornyfact fuck twerk bitch cook
1,rt hornyfact call peni titan becaus mani bitch went
1,rt hornyfact opinion irrelev becaus cunt
2,rt hornyfact girl tweet might ghetto u bring food outsid moviesno u might stupid u pay  
1,rt   brandon  lil bitch
2,rt  vonteyisaboss  ghetto ass mofo
1,rt hotsausag crime nigga wanna eat pussi
2,rt howardrop dont like tweet belief jesus christ pleas respect dont mock make negat 
1,rt  keshawn martin soooooooooo fuck trash
1,rt httpjaebe hoe go depress dude jail bc femal gettn told shit need 
2,rt huffingtonpost obama alway necessari protect american peopl defend evolv threat 
1,rt hugmakeem love bad bitch attitud idk whi cuti savag sexi fuck
1,rt hugmakeem im avoid commit becaus hoe aint loyal
1,rt huhwhatsacondom bruuuuuuh   kobe last night yell dwight howard bitch ass n 
1,rt huhwhatsacondom fam  faggot kick field goal rt deiongottastfu got beat   
2,rt huhwhatsacondom would never happen noncolor award show betaward 
1,rt   rt dgdynasti   lakeshorejohnni  tryna see vertrellcart nigger leg bikini 
1,rt humxnerror cant cool gonna littl bitch time
1,rt hunneemolassess leg dont rub togeth mean pwoosi trash heard
1,rt huntermoor doesnt take ass tell bitch youll pass
1,rt huntermoor retweet fuck someon bitch
1,rt hurricanedam never understood whole pissin bitch trend go roundi like bitch clean mayn
1,rt hypper roast hoe
0,rt hype african color car push nigger whip
2,rt iammissramirez charli sheen man lol 
1,rt iamnicklminaj attent leg aint everybodi especi hippo look hoe
1,rt iamnicklminaj im say shes hoe shes wiener heinz ketchup
1,rt iamtreyu gotta get rid trash ass alex smith
1,rt iambobo happen old wigga gonorrhea one
0,rt iamniarich nigga scream like lil bitch lol 
1,rt iambeautyful chink ass eye 
1,rt idontclaimho yung berg bitch move 
1,rt ieatheartsbitch tell dick good gone wanna tri tell wack gone wanna see hoe gone 
1,rt iesofab  rt veronicagk yea got big hand lol im big bitch  lol im gon small hand 
1,rt iexaminetitti mani bitch strict reli look cant bring noth tabl  like iphon 
1,rt iggyazalea like guy ask number say ugli bitch say 
1,rt ihavesexalot  real shiit niggah 
1,rt ihavesexalot dont luv deez hoe 
1,rt iiixxviiiliii omg two monkey twin never call anoth girl ugli got thicker mustach 
1,rt iinkychiefwuk chiefkeef u bitch shorti turnup otf
1,rt ijustbechillinn dont bitch get mad stop tri lol
1,rt ikeepitreal chrisbrown bitch  hittin womanjayz bitch  lettin woman hit himbitch needa make ya mind  want yah 
1,rt ilongdickho bitch say dick game stupid 
1,rt islandboirambo  hoe starleasha heard give uh nigga good ass educ lmao
1,rt iscoutgirl verballyabrupt bitch u
1,rt itolduidgaf ion put shit pass bitch
2,rt iwillstillris gator gator bait gatorn
1,rt iamyoungpap  iamyoungpap boy wat dat bitch eatin lunch err dayim tellin ya
2,rt ibekoolz food goodexcept rice cook bitch monday week  tootsi
1,rt ibekoolz rough face hoe kidswho   self esteem issuesmor kid  secur love
1,rt ibekoolz leav ya kid unattend caus u wanna turn hate u fertil hoe
1,rt  good pussi make nigga cum quick shit faster vine video
1,rt idontkiara aint noth  bitch 
1,rt ifloodsyatl zariavonmar um  exact hoe twat setup
1,rt igotdajuic play wit pussi nigga
1,rt ihateva nigga captain obvious ass tweet treat women lone low self esteem hoe 
1,rt iamcach nun bad bitch link tonight mansionelan finna go crazi
1,rt iameviltebow ani man order  inch sandwich subway pussi bitch fact
1,rt iamjamienicol k michell keyshia cole lol vianawf bitter hurt bitch music horizon
1,rt iamjonahhili open cold beer becom warm befor finish bitch
1,rt iammrechol  time outta  bitch gonna know hoe
1,rt iammrechol hoe yesterday youll hoe tomorrow
1,rt iammrechol lmao  hoe best excus happen lol hoe happen okay admit 
1,rt iammrechol eat pussi dont eat veget
1,rt iammrechol hoe dont deserv respect ask
1,rt iamricolov hoe turn contortionist u see ass amp smile pictur smh hard work 
1,rt iamtysonbetti u love none hoe matter
2,rt iaughatmypain anaconda dont  anaconda dont  anaconda dont  want  none  unless   got  bunz 
1,rt iceteaa hoe yall chase want 
1,rt icewataa fuck girl longer  min amp still aint bustsh gotta bust loos ass pussi
2,rt icysoleonlin cork sole rt  whi cork wtl xi
1,rt idgafimyella honest nigga biggest roach day bitch someon put shit 
1,rt iethaldos feel bitch fuck control
1,rt ifitaintb messag homiesdont blow good girl hoe childishin end noth either
1,rt ifitaintb miami isnt good citi alldont believ shit see tv citi trash
1,rt  onli black man make feel inferior hoe  gpa futur simpli becaus fat ass 
2,rt  redskin gonna win im say night
2,rt illusivehaven  around melet kiss bruis heartlick unheal woundsand tast raw wild 
1,rt ilovebamf tbt bitch glad met fuck   jpgentleman  
1,rt ilovebamf kibabjj  bitch benito thought onli one
1,rt ilovebamf  nuttyniff shaiyaya nick men talk sit bitch corner listen grown 
2,rt ilovebamf held like babi bird  come like friend aint loyal  
1,rt ilovebamf like bitch didnt make 
1,rt imchiefi ill send dick pic bitch quick 
1,rt imdatniggajack welcom dalla nawfsid texa dont come hoe shit nigga texa get murder
1,rt imdiketurn  yall   beatin meat facetim wit bad bitch 
1,rt imeffici talk hate men done peni go get man look chick use strap bitch stfu
1,rt imfinatweetthat  lil bitch aint knowyou never score sidelin hoe
1,rt imhimcutthroat treshonscroog mrs harden blowin wanna snap ahhi bitch freshmen year damn nea caught 
2,rt imhistreasur last week name crippl 
1,rt imjustceej rt barackomamba rt intensedesir bow wow look like stress save hoe wear 
1,rt imknownasdevin caus somebodi put bad front yall okay call bitch
1,rt imlesliechow entir school dont talk much beaus cunt
1,rt imlesliechow eat food hot start breath like retard dragon
1,rt imneverchillin ani bitch tell normal dont get readi best headpussi youv ever got
1,rt imneverchillin bitch gap rt porkhub im model yall bitch cant tell nothin 
1,rt imneverchillin bitch hate kim k amp bring suck dick get famous  yall bitch suck dick amp barley get text back soooooo 
1,rt imneverchillin dont girlfriendsid bitch main chick hoe got ex want back 
1,rt imneverchillin nigga drop outta high school amp get job mcdonald talkin bout grind lmao okay grind oreo 
2,rt imneverchillin yo phone go class amp teacher say turn trash one song yo mixtap 
1,rt imneverchillin bitch inconsider smh 
1,rt imneverchillin get drunk bitch u tri grab ass get offend well excus bitch thought u hoe
1,rt imneverchillin bitch cant finish  inch sub want  inch dick
1,rt imneverchillin text ex bf fight like look cute today amp aint seen bitch 
1,rt imneverchillin pregnant bitch get bus think suppos give seat like bitch fuck nigga 
1,rt imnottwitfam big sean   pound yet call everyon lil bitch lil bitch sean lil bitch
1,rt imnottwitfam bob marley wrote peac hoe rememb smoke blunt
1,rt imnottwitfam deal cyber   outsid  itstop pussi
1,rt imnotaplayertho still tri hit hoe  
1,rt imsledgren look thru yearbook dont think ive done sinc graduationthi book got hoe ass nigga 
1,rt imtoblam rt latri hispan women great pussi wife skill white girl dick suck black 
1,rt imtoomuch trent richardson trash
1,rt imamybitch call fat ami twig bitch like dont call behind back
1,rt imamybitch im alway bitch sometim sleep
1,rt imflashybitch bitch like go talk ya bitch bitch bitch
0,rt imthirst nigger made shit coffe
1,rt imagrumpycat rememb bitch  
1,rt imakittttyy made homemad chili cornbread dinner watch supernatur fave boy happi saturday bitch 
0,rt imalagirl pillow talk yo hoe hate nigga fuck around loos ya hoe like 
2,rt imaplainjan simplysoul uncl charli nem lol
1,rt imasavagebruh bitch got act crazi hell late
2,rt innewzealand knick still trash melo sign money dont even care good win team
1,rt intonetheylust hoe dont give fuck got girl
1,rt indiamon lol rt joebudden wait minut  see mad dope costum yall stop tri steal halloween back hoe 
2,rt indiamsm raheel mock propphet muhammad way mock lord ram sita   apologis 
2,rt induztriouzneo strong believ bird feather flock togeth
0,rt infidelali yay america amp israel put jew hate muslim trash govern pathet amp sicken
0,rt inkmyholebodi nigga fuckin faggot 
1,rt inkflowz thot childish  call bitch 
2,rt  goe yanke candlebuy beer scent candlego home light wait boyfriend
1,rt irregulargawd person rt losbeonit fat bitch relationship befor pretti women let see answer lol 
0,rt isalopez  still faggot
0,rt isaidnick nigger ignor 
0,rt italianmontana  bromanc pat ant  fuck faggot
2,rt itsche whip 
1,rt itsdlow gotta ask bitch nude facebook 
1,rt itsdrecord bitch start new year new bullshit cant undo number pussi thoo
1,rt itsdoman fabbymichell brianlovesass alright ill meet  im fag  fact brian dont give shit
1,rt itsdoman bitch aint get none tho   like big butt grab 
2,rt itsfoodporn cooki n cream oreo fudg ice cream 
2,rt itsfoodporn oreo cheesecak bar 
2,rt itsfoodporn oreo ice cream cake 
2,rt itsfoodporn oreo ice cream sandwich 
2,rt itsfoodporn oreo cheesecak bite 
2,rt itsgirllcod reason mermaid period pant perfect hair u get lure men deathalso free clam bra
2,rt itsgirllcod girl wear beani look cute amp stylish wear look like member drug cartel 
1,rt itsjordyyyn reason high school fuck hard becaus ned never made guid anyth past  grade feel 
2,rt itsjustjil obama say    feel  lose senat video  aww
2,rt itskayven girlfriend taller respons take trash amp fight anyon break 
1,rt itskiaraaaa  kiara small chubbi  bitch 
1,rt itsnotharold ive notic bitch whose hair dont even reach shoulder talk shit
1,rt itspoochflair bitch ugli rt titsandlickh daughter 
1,rt itssongoku bruh chichi go month year without see still bae basic ass bitch cant go  miss call 
